REFCODE,molecule,pore_diam_opt,no_windows,classification
DIVTUA,1,3.2863387059773896,2,
DIVVOT01,0,1.2132756696759843,2,
DIVVOT01,1,1.442927961533469,2,
DIVZUG,0,3.2593935241185115,2,
DIVZUG,1,3.2601681338349864,2,
DIWBAP,0,3.5202136243860926,2,
DIWBAP,1,3.5023966980980403,2,
DIWPIK,2,0.9973167432465182,4,
DIWPIK,3,0.9973127937603574,4,
DIWPIK,4,0.9975087863600064,4,
DIWPIK,5,0.9975087863600064,4,
DIXQOS,0,1.3072646605806857,2,
DIXQOS,1,1.3059644129137458,2,
DIXQOS,2,1.3062851895273702,2,
DIXQOS,3,1.2680219134830917,2,
DIXQOS,4,1.2670546940856604,2,
DIXQOS,5,1.3067476908417688,2,
DIXQOS,10,1.3063601154536897,2,
DIXQOS,11,1.3058246036729204,2,
DIXQUW,0,1.7820918138974666,2,
DIXQUW,1,1.4482900810682875,2,
DIXQUW,2,1.1924720381034295,2,
DIXQUW,3,1.1924707107110568,2,
DIXQUW,4,1.3703459391015622,2,
DIXQUW,5,1.370157534969056,2,
DIXQUW,6,1.1920261346731469,2,
DIXQUW,7,1.1915880978659996,2,
DIXQUW,8,1.4991547277217907,2,
DIXQUW,9,1.1924880077462046,2,
DIXQUW,10,1.1916886578035577,2,
DIXQUW,11,1.1960909697183402,2,
DIXQUW,12,1.3704261078220823,2,
DIXQUW,13,1.3709294612161718,2,
DIXQUW,14,1.7762512972540878,2,
DIXQUW,15,1.3706863416882389,2,
DOBMIS,0,1.4108240403928742,2,
DOBMIS,1,1.5000185425452073,2,
DOBMIS,4,1.4102154461244418,2,
DOBMIS,5,1.408684014769228,2,
DOBNOZ,2,1.5962098406243883,2,
DOBNOZ,3,1.5959998455570878,2,
DOCVUM05,2,6.666603558659201,2,
DOCVUM05,3,6.64644040721632,2,
DOCVUM06,2,6.64772042524117,2,
DOCVUM06,3,6.5781330693296685,2,
DOCVUM07,2,6.6171555305362055,2,
DOCVUM07,3,6.5406158565231305,2,
DOCVUM08,1,6.669448726354894,2,
DOCVUM08,2,6.415702688422266,2,
DOCVUM09,1,6.545731215279857,2,
DOCVUM09,2,6.2908758224043,2,
DOCVUM10,1,6.262219538401568,2,
DOCVUM11,1,5.7182983356555175,2,
DOFKOA,0,1.5773043753757985,2,
DOFKOA,1,1.5779693378082276,2,
DOFKOA,2,1.5773043754167109,2,
DOFKOA,3,1.577969335479673,2,
DOFKUG,0,7.504384794646199,2,
DOFKUG,1,7.504998955952593,2,
DOFKUG,2,7.4677320040401876,2,
DOFKUG,3,1.5181851362929968,2,
DOFKUG,7,7.503678340763347,2,
DOFKUG,19,1.5193822125544068,2,
DOFLER,2,4.054306506605462,3,
DOFLER,3,4.024666209747245,3,
DOGFOU,0,0.9917602452213472,5,
DOGHIS,5,7.764033222066468,2,
DOGHIS,6,7.764033230402976,2,
DOGHIS,9,7.765009665291022,2,
DOGHIS,11,7.765009669760504,2,
DOHJUH,0,4.630014377793438,2,
DOHJUH,1,4.630332061523394,2,
DOHLET,0,1.043698416610638,2,
DOHLET,1,1.0399500041138716,2,
DOHLET,8,1.0394291605964292,2,
DOHLET,9,1.0424467140289555,2,
DOHROI,1,3.168056259536314,2,
DOHROI,2,3.168162609496689,2,
DOHRUO,0,1.7520873751084438,2,
DOHRUO,1,1.752070112275996,2,
DOHSAV,18,1.7841344960704697,2,
DOHSAV,19,1.7833568248186906,2,
DOHSEZ,0,1.7366075480131786,2,
DOHSEZ,1,1.7858657243570601,2,
DOJWOQ,0,5.214230002164836,2,
DOJWOQ,1,5.084723766053318,2,
DOJWOQ,2,5.086522948080684,2,
DOKLEU,0,1.5688153394279625,2,
DOKLEU,1,1.5683764481677012,2,
DOKLEU,2,1.5665317079556966,2,
DOKLEU,3,1.5699921005017945,2,
DOLBUD,2,3.976952968665288,2,
DOLBUD,3,3.921130156743303,2,
DOLCAK,0,3.844979506622871,2,
DOLCAK,1,3.781349713787234,2,
DOLCAK,2,3.869603332153929,2,
DOLCAK,3,3.8823721686668478,2,
DOLCEO,0,0.6328784135686218,2,
DOLCEO,1,0.6329879351518946,2,
DOLCEO,8,0.6287902560052427,2,
DOLCEO,9,0.6337801803818053,2,
DOLCIS,2,3.604973030066772,3,
DOLCIS,3,3.665314511434956,2,
DOLCIS,4,3.604764307175523,3,
DOLCIS,5,3.604885121928856,3,
DOLCOY,0,3.534322717905096,2,
DOLCOY,1,3.5338738038084356,2,
DOLCOY,2,3.533885083636212,2,
DOLCOY,3,3.5339276343877586,2,
DOLDAL,4,2.5765329040654548,3,
DOLDAL,5,2.5946763821518664,3,
DOLDEP,2,2.6911861547893796,2,
DOLDEP,3,2.6910679133603,2,
DORCAQ,0,1.3112478804677092,2,
DORCAQ,1,1.3121716759230218,2,
DORCEU,0,1.3237848852162912,2,
DORCEU,1,1.3224833684889266,2,
DORCEU,4,1.3210124335143223,2,
DORCEU,5,1.3227612842171044,2,
DORCUI,0,0.9980432270228454,2,
DORCUI,1,0.8917389936843159,2,
DORDIZ,3,0.4779137005706593,3,
DORDIZ,4,0.4779137005706593,3,
DORDIZ,5,0.4779137005706593,3,
DORDIZ,6,0.4779137005706593,3,
DORDIZ,7,0.4779137010873962,3,
DORDIZ,8,0.4779137010873962,3,
DORDIZ,9,0.4779137010873962,3,
DORDIZ,10,0.4779137010873962,3,
DORNUU,0,2.162035113375603,2,
DORNUU,1,2.1624275781121605,2,
DORNUU,2,2.2311321924656933,2,
DORNUU,3,2.1628778560232957,3,
DORPAC,1,2.4059456733579254,2,
DORPAC,2,2.4065098032234458,2,
DORPEG,2,0.7103916101234984,2,
DORPEG,3,0.7159867729945373,2,
DORPIK,0,0.5234431781948565,2,
DORPIK,1,0.5224681715897734,2,
DORPIK,2,0.5248447901331605,2,
DORPIK,3,0.5220489796219483,2,
DOVLAC,0,0.3133005761711889,2,
DOVLAC,1,0.3133005761711889,2,
DOVLAC,2,0.3133005761711889,2,
DOVLAC,3,0.3133005761711889,2,
DOWBOG,4,0.2678888913985737,2,
DPIBFA,0,1.033980845074146,4,
DPIBFA,1,1.0336195988101946,3,
DUBBAE,0,0.7292736570661766,2,
DUBBAE,1,0.730421948324139,2,
DUBBAE,2,0.7305345967757715,2,
DUBBAE,3,0.7285922767744926,2,
DUCKAP,0,1.7900823974107714,2,
DUCKAP,1,1.8659615451495144,2,
DUCKAP,4,1.8339930663458108,2,
DUCKAP,6,1.8659615378935328,2,
DUCKAP,7,1.7734797866665055,2,
DUCKAP,10,2.2145574146605536,2,
DUCKAP,12,2.313462849706489,2,
DUCKAP,13,1.8329300055948323,2,
DUCKET,0,2.0025499728883034,2,
DUCKET,1,2.620635385860125,2,
DUCKET,10,2.621461260223721,2,
DUCKET,11,2.6218016862337308,2,
DUCKOD,0,2.42285285348977,2,
DUCKOD,1,2.4226595730369915,2,
DUCKOD,30,2.4226965041241577,2,
DUCKOD,31,2.422246947725431,2,
DUCKUJ,0,2.518161422210324,2,
DUCKUJ,1,2.518616582624324,2,
DUCKUJ,16,2.5174893869843644,2,
DUCKUJ,17,2.5174893869843644,2,
DUCKUJ,18,1.8369389764778097,2,
DUCKUJ,19,1.8369389764778097,2,
DUCLIY,0,0.4916719697367369,2,
DUCLIY,1,0.4928372736038855,2,
DUCLOE,0,1.5450771757698882,2,
DUCLUK,0,2.1377678708076107,2,
DUCLUK,1,2.1371356840388294,2,
DUCMAR,2,3.104972005273785,2,
DUCMAR,3,3.1039090679217165,2,
DUCRUP,2,0.3521158628112162,2,
DUCRUP,3,0.3521160990158729,2,
DUCRUP,4,0.3517842635118362,2,
DUCRUP,5,0.3517857690872401,2,
DUDHEP,0,2.0151191474808363,2,
DUDHEP,1,1.9607415796561791,2,
DUDHEP,2,1.6671769806989405,2,
DUDHEP,3,1.6671769864961528,2,
DUFMOG,0,0.2759786346178563,2,
DUFMOG,1,0.2757465889065398,2,
DUFMOG,2,0.2767902872603005,2,
DUFMOG,3,0.27589587657074555,2,
DUHZEN,0,7.705142090699375,2,
DUHZEN,1,7.705141432765558,2,
DUHZEN,9,7.70447435999187,2,
DUHZEN,10,7.704460484762625,2,
DUJGEU,0,1.0095964826324653,2,
DUJGEU,1,1.0095964809181073,2,
DUJGEU,2,1.0095964825978023,2,
DUJGEU,3,1.0095964809181073,2,
DUJGIY,1,2.569773198984812,2,
DUJGIY,3,2.571057599017808,2,
DUJGIY,5,2.5710575345969544,2,
DUJGIY,10,2.5697729997818857,2,
DUMKOL,0,1.0865837089257964,2,
DUMKOL,1,1.0876211035387109,2,
DUMKOL,2,1.0768660179977858,2,
DUMKOL,3,0.8290207140670445,2,
DUNFID,0,0.3467733923929437,2,
DUNFID,1,0.3467694932940377,2,
DUNFOJ,0,0.13771193577733376,2,
DUNFOJ,1,0.13771193577731378,2,
DUNFUP,4,0.3265480126278675,2,
DUNFUP,5,0.3265480126278675,2,
DUNFUP,6,0.3265480126278675,2,
DUNFUP,7,0.3265480126278675,2,
DUNGAW,4,0.3318062827791959,2,
DUNGAW,5,0.3318062827791959,2,
DUNGAW,6,0.3318062827791959,2,
DUNGAW,7,0.3318062827791959,2,
DUNGEA,0,1.2308643251100455,2,
DUNGEA,1,1.2312252293854171,2,
DUNGEA,2,1.2529817461709103,2,
DUNGEA,3,1.2316520924486842,2,
DUNGEA,4,1.2318652508192982,2,
DUNGEA,5,1.2311131963902135,2,
DUPCUO,2,0.3615530044584534,2,
DUPHON,0,1.1191311597148137,2,
DUPHON,1,1.119120176033246,2,
DUPHON,2,1.1191397645246544,2,
DUPHON,3,1.1182445950154365,2,
DUPQIP,3,1.3392370362385575,2,
DUQMEJ,0,3.4893947769896494,2,
DUQMEJ,1,3.4894362253562887,2,
DUQMEJ,2,3.522671966697253,2,
DUQMEJ,3,3.5312273380551367,2,
DUQMEJ01,0,3.4893827946036637,2,
DUQMEJ01,1,3.489429307793598,2,
DUQMEJ01,2,3.47976205569611,2,
DUQMEJ01,3,3.4895057656379254,2,
DUTBUP,0,2.1522362825179893,2,
DUTBUP,1,2.1522362825180203,2,
DUTBUP,4,2.1522362825179795,2,
DUTBUP,5,2.152236282517969,2,
DUTTIW,0,0.603248894913619,2,
DUTTIW,1,0.603248894913619,2,
DUTTIW,2,0.603248894913619,2,
DUWPOB,0,7.690320065924027,2,
DUWPOB,14,7.690089915733638,2,
DUXVIC,0,0.7951888285955637,2,
DUXVIC,1,0.7914184641792557,2,
DUXVIC,2,0.7893741769084639,2,
DUXVIC,3,0.7885796357746675,2,
DUZYEE,0,0.8341217499593454,2,
DUZYEE,1,0.8338180411931195,2,
DUZYEE,4,0.8353670083324798,2,
DUZYEE,6,0.8351759717801586,2,
EABPIG,0,0.5670915622385548,2,
EABPIG,1,0.5670915622385548,2,
EABPIG,2,0.5670915622385548,2,
EABPIG,3,0.5670915622385548,2,
EABPIG,4,0.5670915622385548,2,
EABPIG,5,0.5670915622385548,2,
EABPIG,6,0.5670915622385548,2,
EABPIG,7,0.5670915622385548,2,
EABPIG,8,0.5550753800646491,2,
EABPIG,9,0.5550753800646491,2,
EABPUS,0,1.4199144535909949,2,
EABPUS,1,1.425193843945956,2,
EACKAU,0,0.4995090653170089,2,
EACKAU,1,0.4995090653170089,2,
EACKAU,2,0.4995090937550244,2,
EACKAU,3,0.4995090937550244,2,
EACKAU,4,0.6143264704999729,2,
EACKEY,0,0.9441194220821428,2,
EACKEY,1,0.9444757537971342,2,
EACKIC,0,0.9628284921386854,2,
EACKIC,1,0.9628284921386854,2,
EACKIC,2,0.9628284921386854,2,
EACKIC,3,0.9628284921386854,2,
EACKIC,4,0.9294966313788012,2,
EACKIC,5,0.9294966313788012,2,
ECAPAC,1,1.0133636682705514,5,
ECAPAC,2,1.0133636682705514,5,
ECAPAC,3,1.0133638070360926,5,
ECAPAC,5,1.0408447657651467,4,
ECAPAC,6,1.0408447657651467,4,
ECAPAC,7,1.0408447649533872,4,
ECEFID01,0,5.10409905777337,2,
ECEFID01,1,5.1040596950066055,2,
ECEFID01,2,5.104768270801525,2,
ECEFID01,3,5.0912030241680775,2,
ECEFUP,4,5.170247289107094,2,
ECEFUP,5,5.1689012099362,2,
ECEFUP,6,5.245648311380427,2,
ECEFUP,7,5.245648674813221,2,
ECEFUP01,4,5.170247289107094,2,
ECEFUP01,5,5.1689012099362,2,
ECEFUP01,6,5.2456481958849865,2,
ECEFUP01,7,5.245648573286801,2,
ECEYER,2,1.6437290256670156,2,
ECIFUT,0,0.7288926862317084,2,
ECIFUT,1,0.7285495342854271,2,
ECIFUT,2,0.7285908682158024,2,
ECIFUT,3,0.7289257566568241,2,
ECIFUT,4,0.7286176116037537,2,
ECIFUT,5,0.7285646020033503,2,
ECIFUT,6,0.7286003340278024,2,
ECIFUT,7,0.7289569446295654,2,
ECIFUT,8,0.7285816979620514,2,
ECIFUT,9,0.7286208304680541,2,
ECIFUT,10,0.7289118074838591,2,
ECIFUT,11,0.7285682797752462,2,
ECIFUT,12,0.7287012102956552,2,
ECIFUT,13,0.7289632972557699,2,
ECIFUT,14,0.7288861835211704,2,
ECIFUT,15,0.7320193517558304,2,
ECUKIX,0,0.763390505703605,3,
ECUKIX,1,0.7644742652451915,2,
EDELIK,0,5.948175240523174,3,
EDELIK,1,5.947111411621419,3,
EDOMAN,0,5.789040469215834,3,
EDOMAN,1,5.789040469215891,2,
EDOMAN,2,5.789040469215891,2,
EDOMAN,6,5.789040469215863,2,
EDOMAN,11,5.789040469215856,3,
EDOMAN,12,5.789040469215856,3,
EDOMER,0,4.179632557742547,2,
EDOSUN,8,2.0111685761974667,2,
EDOTAU,0,3.0966164032947456,3,
EDOTAU,2,3.0961119738414986,3,
EDOTAU,3,3.0968348803193466,3,
EDOTAU,5,3.09647124171498,3,
EDOTEY,0,3.0187391194314244,3,
EDOTEY,1,3.016357664478668,3,
EDOTEY,2,3.0162773122234525,3,
EDOTEY,3,3.0181764931812007,3,
EDOXIF,0,1.5339000813479888,2,
EDOXIF,1,1.533846676146808,2,
EDOXIF,2,1.466241887698057,2,
EDOXIF,3,1.4662575474551225,2,
EDOXIF,4,1.466175766058012,2,
EDOXIF,5,1.4661946718017451,2,
EDOXIF,6,1.5330766447796895,2,
EDOXIF,7,1.5336229336912015,2,
EDOXIF01,0,1.541160458296853,2,
EDOXIF01,1,1.5152295493613903,2,
EDOXIF01,2,1.5028233571909224,2,
EDOXIF01,3,1.5603975560578809,2,
EDOXIF01,4,1.5602525969425862,2,
EDOXIF01,5,1.5028656385683523,2,
EDOXIF01,6,1.5160086955953682,2,
EDOXIF01,7,1.5159572555419314,2,
EDOXOL,0,4.143523154201448,3,
EDOXOL,1,4.122545480181191,3,
EDOXOL,2,4.1445615842876204,3,
EDOXOL,3,4.142562621298017,3,
EDOXUR,0,1.8689409090356703,2,
EDOXUR,1,1.8946566109498613,2,
EDOXUR,2,1.8677804319384728,2,
EDOXUR,3,1.880576410762807,2,
EDUGAO,0,4.148482068014317,2,
EDUGAO,1,4.14848184913077,2,
EDUGAO,2,4.148355068333308,2,
EDUGAO,3,4.148355068333308,2,
EDUGES,0,4.35492196885242,2,
EDUGES,1,4.356689032619771,2,
EDUJAR,0,2.4188611766752364,2,
EDUJAR,1,2.4216071128241983,2,
EFACAS,0,2.491558913463793,2,
EFACAS,1,2.4904579058385354,2,
EFACAS01,0,2.5305983415272464,2,
EFACAS01,1,1.886035790821256,2,
EFACAS02,0,2.4301591270889484,2,
EFACAS02,1,1.8847591145089957,2,
EFACAS03,0,2.5121957981018244,2,
EFACAS03,1,2.5131424173542167,2,
EFACAS04,0,2.531425338906605,2,
EFACAS04,1,1.8963580624335927,2,
EFACAS05,0,1.8584455094569647,2,
EFACAS05,1,2.469138892217243,2,
EFEDAU,0,0.7965749476868935,2,
EFEDAU,1,0.9897875756583656,2,
EFEDEY,2,0.5352353133239292,2,
EFEDEY,3,0.5352353133239292,2,
EFEDEY,4,0.5352353133239292,2,
EFEDEY,5,0.5352353133239292,2,
EFEDEY,6,0.7200919352722449,2,
EFEDEY,7,0.7200919352722449,2,
EFEDEY,8,0.7200919352722449,2,
EFEDEY,9,0.7200919352722449,2,
EFEDEY,10,1.0891930403764225,2,
EFEDEY,11,1.0891930403764225,2,
EFEDIC,4,0.8506476141394961,2,
EFEDIC,5,0.8506476141394961,2,
EFEDOI,0,0.9889915458696938,2,
EFEDOI,1,0.9889915458696938,2,
EFEDOI,2,0.9889915458696938,2,
EFEDOI,3,0.9889915458696938,2,
EFEDOI,4,0.8971961115148086,2,
EFEDOI,5,0.8971961120994782,2,
EFERAJ,0,1.3550194996999112,3,
EFERAJ,1,1.7996964541716154,3,
EFERAJ,2,2.0070213008559503,3,
EFERAJ,3,1.3537200562780245,3,
EFEREN,0,2.0361710894377887,2,
EFEREN,1,2.035959363381694,2,
EFERIR,2,0.8618148434395199,2,
EFERIR,3,0.8600389980927456,2,
EFERIR,16,0.8643514858163255,2,
EFERIR,17,0.8620509720676357,2,
EFERUE,0,0.5236305576825111,2,
EFERUE,1,0.5235674027992885,2,
EFERUE,2,0.5244957807094561,2,
EFERUE,3,0.5236476765482379,2,
EFIQEP,0,1.8819137024272696,2,
EFIQEP,1,1.8823299811957992,2,
EFIQEP,2,1.462780783311382,2,
EFIQEP,3,1.88130599218598,2,
EFIQIT,0,1.5815763151955171,2,
EFIQIT,1,1.5815763475427436,2,
EFIQIT,2,1.5815763475427436,2,
EFIQIT,3,1.5815763475427436,2,
EFIQIT,4,1.5815991718949465,2,
EGATIP,0,0.5707169616160925,2,
EGATIP,1,0.5667733523684335,2,
EGATIP,2,0.5684272642673878,2,
EGATIP,3,0.5696090595809489,2,
EGATIP,4,0.5690961551793783,2,
EGATIP,5,0.5691552849946815,2,
EGATIP,6,0.5712529856708208,2,
EGATIP,7,0.5704342486268184,2,
EGATIP01,0,0.5707169616160925,2,
EGATIP01,1,0.5667733523684335,2,
EGATIP01,2,0.5684272642673878,2,
EGATIP01,3,0.5696090595809489,2,
EGATIP01,4,0.5690961551793783,2,
EGATIP01,5,0.5691552849946815,2,
EGATIP01,6,0.5712529856708208,2,
EGATIP01,7,0.5704342486268184,2,
EGIHUY,3,0.20167197999399544,2,
EGIHUY,4,0.20167197999399544,2,
EGIHUY,5,0.2496485993626001,2,
EGIHUY,6,0.2496486059452967,2,
EGIHUY,7,0.26414205895431264,2,
EGIHUY,8,0.26414210540248995,2,
EGIJEK,2,0.2796158928617856,2,
EGIJEK,3,0.2796158928617856,2,
EGIRIV,0,3.7179223637508567,4,
EGIRIV,1,3.6971348763872784,4,
EGIROB,0,3.5459942530683883,2,
EGIROB,1,3.5796297100702863,3,
EGIROB,54,3.7636834949397016,4,
EGIROB,55,3.7644640583438167,4,
EGUZUC,0,0.7609331792302592,2,
EGUZUC,1,0.7587436278655441,2,
EGUZUC,2,0.7594456983460747,3,
EHARUB,0,0.7675923725553169,2,
EHARUB,1,0.7160383685742766,2,
EHARUB,2,0.7151856426358996,2,
EHARUB,3,0.7153548475601039,2,
EHELOT,0,1.2459360954535232,2,
EHELOT,1,1.245880119765459,2,
EHELUZ,0,1.3261474065131602,2,
EHUGEU,0,1.433684286790749,2,
EHUGEU,2,1.4442710389129307,2,
EHUGEU,3,1.4429511447399668,2,
EHUMIF,0,1.3310981645130089,2,
EHUMIF,1,1.3291404683551682,2,
EJAXET,0,1.0238723096986877,2,
EJAXET,3,1.0225114084394442,2,
EJAXET,8,1.0239602414273894,2,
EJAXET,13,1.0249251567699822,2,
EJIGOU,0,0.3931350193512855,2,
EJIGOU,1,0.39313506852639707,2,
EJIGOU,2,0.3931350316782458,2,
EJIGOU,3,0.3931350316782458,2,
EJIGOU,4,0.7327037700672503,2,
EKAGUU,1,0.7852536937715109,2,
EKAXUL,0,0.18754805271990185,2,
EKAXUL,1,0.18754805271990185,2,
EKAXUL,2,0.25153137501833545,2,
EKAXUL,3,0.25153137501833545,2,
EKIMUI,0,4.689482146054114,2,
EKIMUI,1,4.6904178916292185,2,
EKIMUI,2,4.6900094777963295,2,
EKINAP,0,4.445223023625409,2,
EKINAP,1,4.449430786429186,2,
EKINAP,2,5.108988939871682,2,
EKINAP,3,4.4406494998748745,2,
EKINAP,4,4.4374442316511065,2,
EKINAP,5,5.117773846102782,2,
EKINAP,6,4.4460827691450575,2,
EKINAP,7,4.436985420249714,2,
EKINET,0,5.268194565903125,2,
EKINET,1,4.629452849644629,2,
EKINET,3,4.582597187097711,2,
EKINET,4,4.857815259606872,2,
EKINET,6,5.184787147967438,2,
EKINET,7,4.84917340737627,2,
EKINET,8,4.582210229670778,2,
EKINET,9,4.582139974242539,2,
EKINIX,0,4.695528984107575,2,
EKINIX,1,4.2016055370433865,2,
EKINOD,0,4.229186948827868,2,
EKINOD,1,4.709345393950764,2,
EKINUJ,0,4.758260917336719,2,
EKINUJ,1,4.804355085615924,2,
EKINUJ,2,4.626595114961209,2,
EKINUJ,3,5.2204803791126775,2,
EKINUJ,6,4.679818111994539,2,
EKINUJ,7,4.625992715857676,2,
EKINUJ,8,4.497501700422079,2,
EKINUJ,9,5.504641736972853,2,
EKIPAR,0,4.720691176659534,2,
EKIPAR,1,4.72031333757017,2,
EKIPAR,2,5.591746261122369,2,
EKIPAR,3,4.7610874791230415,2,
EKIPAR,8,5.568128432917368,2,
EKIPAR,9,4.874745568620245,2,
EKIPAR,10,4.720601530693342,2,
EKIPAR,11,4.719149181753425,2,
EKIPEV,0,4.733257493085405,2,
EKIPEV,1,4.7327303033320485,2,
EKIPEV,2,5.624814874663483,2,
EKIPEV,3,4.728779588852778,2,
EKIPEV,8,5.611683318351981,2,
EKIPEV,9,5.6248351149883895,2,
EKIPEV,12,4.733229723933173,2,
EKIPEV,13,4.732702538162608,2,
EKIPOF,0,4.681864367265111,2,
EKIPOF,2,4.681188828850648,2,
EKIPOF,3,4.6818643625519805,2,
EKIPOF,4,4.681733371372392,2,
EKIPUL,0,4.662500497521407,2,
EKIPUL,1,4.663256840522825,2,
EKIPUL,2,4.662526673814564,2,
EKIPUL,3,4.663307343130258,2,
EKIPUL01,0,4.8577959007326035,2,
EKIPUL01,1,4.849819104594818,2,
EKIPUL01,2,4.8500746383790565,2,
EKIPUL01,3,5.113568227887013,2,
EKIQOG,0,4.681763261407276,2,
EKIQOG,1,4.685077047503594,2,
EKIQOG,4,4.6800262219506665,2,
EKIQOG,5,4.681311669866915,2,
EKIQOG01,0,4.6556536982085435,2,
EKIQOG01,2,4.712018638414858,2,
EKIQOG01,3,4.654777549184034,2,
EKIQOG01,4,4.655901776884541,2,
EKONUN,0,0.5435650730229806,2,
EKONUN,1,0.5453406988144439,2,
EKONUN,4,0.544369871903922,2,
EKONUN,5,0.5423207177081792,2,
EKONUN,6,0.8314509366257191,2,
EKONUN,7,0.8289399955641215,2,
EKONUN,14,0.8320377792626306,2,
EKONUN,15,0.8328579360425388,2,
EKUKUR,0,10.196039428808358,4,
EKUKUR,1,10.193675608758266,4,
EKUKUR,2,10.111370917715758,4,
EKUKUR,3,10.194613080167613,4,
EKUKUR,4,10.231638410381873,4,
EKUKUR,5,10.111127984213004,4,
ELAKUY,0,5.13965506441267,4,
ELAKUY,1,5.47776245652382,4,
ELAKUY,3,5.463628133117432,4,
ELAKUY,5,5.138751920173741,4,
ELAKUY,6,5.1382079305703785,4,
ELAKUY,8,5.475949284714979,4,
ELALAF,1,5.374803658377694,4,
ELALAF,2,5.3748223236717365,4,
ELALAF,3,5.375443509341142,4,
ELAMUZ,0,4.874884845077473,4,
ELAMUZ,1,4.873828555841026,5,
ELANAI,0,2.0358307770875044,2,
ELEWIB,0,0.4321474148790787,2,
ELEWIB,1,0.4323263677893925,2,
ELEWIB,2,0.3970007370432511,2,
ELEWIB,3,0.40367862481714795,2,
ELEWIB,4,0.40659151287434536,2,
ELEWIB,5,0.4066672371063761,2,
ELEWIB,6,0.4313968793978407,2,
ELEWIB,7,0.4323615992999352,2,
ELIHOW,0,2.050273158487794,2,
ELIHOW,1,2.0433851336619897,2,
ELUGOJ,1,0.3074849958402921,2,
ELUGOJ,2,0.3074027933531149,2,
ELUJOM,0,0.4330475497701816,2,
ELUJOM,1,0.4330475498430131,2,
ELUJOM,14,0.3866619376601248,2,
ELUJOM,15,0.3866619376601248,2,
ELUPOR,0,1.9487257349206977,2,
ELUPOR,1,2.0098950286942707,2,
ELUPOR,2,2.047906045415538,2,
ELUPOR,3,2.030757941702384,2,
ELUPOR,4,2.0320103589874288,3,
ELUPOR,5,2.024167645826249,2,
ELUPOR,6,1.9769801040203128,3,
ELUPOR,7,1.9737476413923152,3,
EMEFEJ,0,1.9636606145991204,2,
EMEFEJ,1,1.9636606137097168,2,
EMEFEJ,2,1.9636606137097168,2,
EMEFEJ,3,1.9636606137097168,2,
EMEFEJ,5,1.865348049695903,2,
EMEFEJ,6,1.8653480500656887,2,
EMISOJ01,0,2.5228411518475897,2,
EMISOJ01,2,2.5227660191164976,2,
EMISOJ01,4,2.522769882840852,2,
EMISOJ01,5,2.522985479539977,2,
EMISOJ02,0,2.5730525399964765,2,
EMISOJ02,2,2.5735673723733337,2,
EMISOJ02,4,2.573572371316204,2,
EMISOJ02,5,2.573645887282192,2,
EMIVED,0,2.232755409802126,2,
EMIVED,1,2.0910384574113245,2,
EMIVED,2,1.9077998180603573,2,
EMIVED,3,1.7760666074883136,2,
EMIVED,4,1.7601134914878966,2,
EMIVED,5,1.9426719146986708,2,
EMIVED,6,2.235617086286376,2,
EMIVED,7,2.2396669713152693,2,
ENALAI,4,12.695135954027426,2,
ENALAI,5,12.69514684940159,2,
ENAMEN,0,1.0975176801703612,2,
ENAMEN,1,1.5189898227228589,2,
ENAMEN,2,1.518459882937397,2,
ENAMEN,3,1.0970479982154455,2,
ENAZOI,0,1.6917324998342411,2,
ENAZOI,1,1.717925804466414,2,
ENAZOI,6,1.6894886693684092,2,
ENAZOI,7,1.7226187095368908,2,
ENAZOI,10,1.7248134752194764,2,
ENAZOI,11,1.72930735015342,2,
ENAZOI,12,1.7206442139630342,2,
ENAZOI,13,1.7287907922600718,2,
ENAZOI01,0,1.6714091122908663,2,
ENAZOI01,1,1.663444098746654,2,
ENAZUO,6,1.2884347120207549,2,
ENAZUO,7,1.912491033423278,2,
ENEBAA,4,1.2203761927871355,2,
ENEBAA,5,1.2203971008527454,2,
ENEBEE,0,3.2609638265992182,2,
ENEBEE,1,2.1424047989790744,2,
ENEBII,0,1.9622237930020048,2,
ENEBII,1,3.1611216136472677,2,
ENEBII,10,3.162519260730212,2,
ENEBII,11,1.9625471402916097,2,
ENEZAA,0,0.17027099112483945,2,
ENEZAA,2,0.16994603195764313,2,
ENEZAA,7,0.1777710349527908,2,
EPAZEC,0,1.5341722489069975,3,
EPAZEC,1,1.5341726708619148,3,
EPAZEC,2,1.5341726694191515,3,
EPAZEC,3,1.5399473738930438,3,
EPAZEC,4,1.5399473738930438,3,
EPAZEC,5,1.2326100854352489,3,
EPEHUD,4,6.250460607582728,2,
EPEHUD,5,6.250462962922121,2,
EPHTEC,0,0.8904006517294807,2,
EPHTEC,1,0.8432519890397314,2,
EPIREC,2,0.7168490562951395,2,
EPIREC,3,0.7172237977518683,2,
EPIRUR,0,5.30010137711613,6,
EPIRUR,1,5.30014818019975,6,
EPIRUR,5,5.300743692048046,6,
EPISUS,0,1.5712110840141749,2,
EPISUS,1,1.5698771064018335,2,
EPISUS,4,1.571134121388268,2,
EPISUS,5,1.5696725319482048,2,
EPITAZ,0,1.4076095048980366,2,
EPITAZ,1,1.4135341469069531,2,
EPITED,0,1.5208280643191912,2,
EPITED,1,1.5214306255512686,2,
EPITED,2,1.5214306226535397,2,
EPITED,3,1.5214306290943402,2,
EPITED,4,1.5208280643192158,2,
EPITED,5,1.521430626247859,2,
