REFCODE,molecule,pore_diam_opt,no_windows,classification
VEWXUS,4,1.6816950134090205,2,
VEWXUS,5,2.1769622307081207,2,
VEWXUS,6,2.1708601491701773,2,
VEWXUS,7,2.1703067911933744,2,
VEXPUL,0,0.0,0,
VEYQOF,0,4.055148786284795,2,
VEYQOF,1,4.054052064955785,2,
VEYQOF,2,4.053918381486047,2,
VEYQOF,3,4.0541398939254885,2,
VEZJUF,0,0.0,0,
VEZKAM,0,1.3159279881374335,2,
VEZKAM,1,1.3160056679909622,2,
VEZWOO,0,0.0,0,
VIBSUW,0,0.0,0,
VICKUP,0,0.0,0,
VIDFEW,0,0.0,0,
VIDLUR,0,1.7064745628698903,2,
VIDLUR,1,1.7221178447970922,2,
VIDLUR,10,1.7226116880595166,2,
VIDLUR,11,1.7221421494085078,2,
VIFNIH,0,3.793584261314389,2,
VIFNIH,1,3.793528357604695,2,
VIFNIH,24,3.8406960346181016,2,
VIFNIH,25,3.794211742106423,2,
VIFNON,0,4.511379551144597,2,
VIFNON,3,3.5734592213880285,2,
VIFNON,7,3.5733327767224177,2,
VIFNON,12,3.6862101705938617,2,
VIFZOA,0,0.0,0,
VIHMUU,0,1.0548911546007766,2,
VIHMUU,1,1.0548911546007766,2,
VIHMUU,2,1.0548911546007766,2,
VIHMUU,3,1.0548911546007766,2,
VIHPOT,0,0.565254608954108,2,
VIHPOT,1,0.5923327662064244,2,
VIHPOT,2,0.5957589888246804,2,
VIHPOT,3,0.619096967796473,2,
VIHPOT,4,0.5944207835716364,2,
VIHPOT,5,0.5968497361616989,2,
VIHPOT,6,0.5948473514388928,2,
VIHPOT,7,0.5922669479726301,2,
VIHQIM,0,0.0,0,
VIKPIR,0,4.897553248364524,2,
VIKPIR,1,4.895812343825449,2,
VIKPIR,2,4.8970510903139335,2,
VIKPIR,3,4.807594519837359,2,
VIKPIR,8,4.898650771203604,2,
VIKPIR,9,4.898855856084992,2,
VIKPIR,10,4.898199422719894,2,
VIKPIR,11,4.900303171166605,2,
VIKPOX,0,4.81184883679399,2,
VIKPOX,1,4.923600828675463,2,
VIKPOX,2,4.925163158209504,2,
VIKPOX,3,4.922754795684785,2,
VIKPOX,8,4.912027431138267,2,
VIKPOX,9,4.9125085033050055,2,
VIKPOX,10,4.91078100664391,2,
VIKPOX,11,4.911024316334972,2,
VIKTEP,0,2.2120594917658942,2,
VIKTEP,1,2.5399399990576157,2,
VIKTEP,2,2.211466103396766,2,
VIKTEP,3,2.2114760577706214,2,
VIKTUF,0,1.5442374758414128,3,
VIKTUF,1,1.5462237692139431,3,
VIKTUF,2,1.5441884435269333,3,
VIKTUF,4,1.5462491715733653,3,
VIKVAN,0,1.3068231589837338,3,
VIKVAN,1,1.6054866205254306,2,
VIKVAN,7,1.6055972259237836,2,
VIKVER,1,1.460455236514835,2,
VIKVER,4,1.4927509192276105,3,
VIKVER,5,1.4927547919057118,3,
VIKVER,10,1.5008706940522152,3,
VIKVER,11,1.4927479246637847,3,
VIKVER,12,1.4604745682236169,3,
VIKVER,13,1.5135778272688971,3,
VIKVIV,0,1.5033950811567798,2,
VIKVIV,4,1.4913166077528124,3,
VIKVIV,5,1.4913760696311056,3,
VIKVIV,10,1.4913745306051498,3,
VIKVIV,11,1.491321448097083,3,
VIKVIV,13,1.5390657232731333,3,
VIKVOB,0,1.3406551676669003,2,
VIKVOB,2,1.3420720666813453,2,
VIKVOB,3,1.0861582207832856,2,
VIKVOB,5,1.3410122767054884,2,
VIKVUH,2,1.5425004434321044,3,
VIKVUH,3,1.5424970961453446,3,
VIKVUH,12,1.5422498701245195,3,
VIKVUH,13,1.542248762232966,3,
VIKWAO,0,1.5217147228111263,3,
VIKWAO,1,1.5217083608988635,2,
VIKWAO,5,1.5224944401503442,2,
VILBUQ,0,4.939406282548143,2,
VILBUQ,1,4.943643389158611,2,
VILBUQ,4,4.939445410035642,2,
VILBUQ,5,4.944049681589588,2,
VIMBIE,0,4.35285830503955,2,
VIMBIE,1,4.352289008294932,2,
VIMBIE,2,4.345744849224584,2,
VIMBIE,3,4.345413007509194,2,
VIMBOK,0,4.102647830136752,2,
VIMBUQ,0,0.0,0,
VINPOY,0,3.848782386728605,3,
VINPOY,1,3.84754484083483,3,
VINPUE,0,3.9054475936304582,3,
VINPUE,1,3.9946274848735683,3,
VINPUE,4,3.9054613304720376,3,
VINPUE,5,3.905455565833005,3,
VINQUF,0,0.0,0,
VINTUH,0,1.040064215044218,2,
VINTUH,1,1.0380965603190924,2,
VINTUH,2,0.8871827571669075,2,
VINTUH,3,0.8797178877765854,2,
VINTUH,4,1.0417768839434598,2,
VINTUH,5,1.0391919231620452,2,
VINTUH,6,0.8881435395088446,2,
VINTUH,7,0.8879129555685448,2,
VINVAS,0,5.057734044970392,2,
VINVAS,1,5.058624351771467,2,
VINVEW,0,5.04511635608692,2,
VINVEW,1,5.046396658662129,2,
VINVEW,2,4.943615111333352,2,
VINVEW,3,4.9851568036206775,2,
VIPHAF,0,1.3044121394026988,2,
VIPHAF,1,1.304412150039742,2,
VIPHAF,2,1.378572565572156,2,
VIPHAF,3,1.378572565572156,2,
VIPHAF,4,1.4422234512652063,2,
VIPHAF,5,1.44904176476154,2,
VIPHEJ,0,1.2671088166507611,2,
VIPHEJ,1,1.3103316270639906,2,
VIPHEJ,2,1.2671564976530023,2,
VIPHEJ,3,1.3459968627645833,2,
VIPHUZ,0,1.3311777070633175,2,
VIPHUZ,1,1.3311777088555834,2,
VIPJAG,0,0.0,0,
VIPLEL,0,0.0,0,
VIPPES,0,0.8791262514783411,2,
VIPPES,1,0.8782032134324376,3,
VIPPES,3,0.8819268570917078,2,
VIPPES,4,0.8822616171655606,2,
VISCIM,0,4.993899599236951,2,
VISCIM,1,4.9927572752656815,2,
VISCIM,2,4.994107823743884,2,
VISCIM,3,4.9941540083935765,2,
VITCUZ,0,4.64365575533262,2,
VITCUZ,1,4.667693251448803,2,
VITMAN,0,0.0,0,
VITMAN01,0,0.0,0,
VIVWEE,0,0.0,0,
VIWQOH,0,1.7570565962970623,3,
VIWQOH,1,1.7570377040452434,3,
VIWQOH,2,1.7564668998867543,4,
VIWQOH,3,1.7570845549972591,5,
VIYJEU,0,1.9080924491813864,2,
VIYJEU,1,1.9080836064281737,2,
VIYJEU,2,1.9086663679566769,2,
VIYTII,0,0.4495751240326356,2,
VIYTII,1,0.4496036192345692,2,
VIYTII,2,0.4701325239149798,2,
VIYTII,3,0.4702057974600882,2,
VIYTII,4,0.4502889291687993,2,
VIYTII,5,0.4502553688492528,2,
VIYTII,6,0.5463142775579066,2,
VIYTII,7,0.4701736821246696,2,
VIYTOO,0,0.9547067786583034,2,
VIYTOO,1,0.9565234465844968,2,
VIYTOO,2,1.2669784846885608,2,
VIYTOO,3,1.2678589959060271,2,
VIYTOO,4,0.8501903720853741,2,
VIYTOO,5,0.9562392195442722,2,
VIYTOO,6,1.2680485590496766,2,
VIYTOO,7,1.26753028426436,2,
VIYYAF,0,0.0,0,
VOBXUH,1,0.4505892051810889,2,
VOBXUH,2,0.4505892041194852,2,
VOBXUH,6,0.4496129542717893,2,
VOBXUH,7,0.44961295427319614,2,
VOBXUH,10,0.4503167373354939,2,
VOBXUH,11,0.4503167373354939,2,
VOBXUH,12,0.4496190352255276,2,
VOBXUH,13,0.4496190352255276,2,
VODBAS,2,5.059473034696925,2,
VODBAS,3,5.059704960509942,2,
VOFJIK,2,6.0975597478350805,2,
VOFJIK,3,6.380403958732567,2,
VOFRUF,0,3.754571461809339,4,
VOFRUF,1,3.75464429797392,4,
VOHHEG,0,0.5208632632007695,2,
VOHHEG,1,0.5256942451671383,2,
VOJLIQ,0,6.284612117962206,2,
VOJLIQ,4,5.623535360592832,2,
VOKRET,0,0.3541352583535757,2,
VOKRET,1,0.3541352530021493,2,
VOKRET,2,0.35496054532617904,2,
VOKRET,3,0.3549605470399402,2,
VOKRET,4,0.3554516907243488,2,
VOKRET,5,0.35545168431090346,2,
VOKRET,6,0.3562769212597763,2,
VOKRET,7,0.356276927963743,2,
VOLJAI,0,0.0,0,
VOLZON,0,4.201804740309417,4,
VOLZON,7,4.201740580116781,4,
VOLZON,8,4.201933666938507,4,
VOLZON,9,4.201740580396931,4,
VOLZON,25,4.201774771095868,4,
VOLZON,26,4.201774771161388,4,
VOLZON,27,4.201774771152303,4,
VOLZON,55,4.2019571170321175,4,
VOMDEI,0,0.0,0,
VOMDOS,0,0.0,0,
VOMDUY,0,0.0,0,
VOMPAQ,0,5.738961649233028,4,
VOMPAQ,1,5.7379999999999765,4,
VOMPAQ,2,5.737999999999987,4,
VOMPAQ,3,5.7379999999999765,4,
VOMPAQ,13,5.738960519646957,4,
VOMPAQ,14,5.738960519646957,4,
VOMPAQ,15,5.738960519646957,4,
VOMPAQ,61,5.738,4,
VOMPEU,0,3.759276220401048,4,
VOMPEU,1,3.759276220401021,4,
VOMPEU,2,3.759276220401021,4,
VOMPEU,3,3.759276220401021,4,
VOMPEU,19,3.759276220400989,4,
VOMPEU,20,3.759276220401021,4,
VOMPEU,21,3.759276220400989,4,
VOMPEU,70,3.759276220401053,4,
VOMPIY,0,7.077198862291367,4,
VOMPIY,1,7.0771988622913575,4,
VOMPIY,2,7.077198862291367,4,
VOMPIY,3,7.077198862291367,4,
VOMPIY,10,1.8598926518853367,4,
VOMPIY,14,7.077198862291336,4,
VOMPIY,15,7.077198862291336,4,
VOMPIY,16,7.077198862291336,4,
VOMPIY,25,1.8598926518853367,4,
VOMPIY,26,1.8598926518853367,4,
VOMPIY,28,1.8598926518853367,4,
VOMPIY,62,1.859892651885267,4,
VOMPIY,63,1.859892651885267,4,
VOMPIY,64,1.859892651885267,4,
VOMPIY,134,1.8598926518853447,4,
VONNIW,0,0.0,0,
VOPNEV,0,0.0,0,
VOPNIZ,0,0.0,0,
VOPNOF,0,0.0,0,
VOPQAS,0,0.7624630747420921,2,
VOPQAS,1,0.7667569288786553,2,
VOQZEI,0,0.0,0,
VORJUI,0,0.0,0,
VORKAP,0,1.856428975716864,2,
VORKAP,2,1.8576137025686643,2,
VORKAP,3,1.856946715258528,2,
VORKAP,4,1.8575600800305865,2,
VORKAP,5,1.8564289828745602,2,
VORKAP,6,1.8564297677861248,2,
VORTUS,0,0.7190902294035704,2,
VORTUS,1,0.7200836896620868,2,
VORTUS01,0,0.9676032583328112,2,
VORTUS01,1,0.9676032603913876,2,
VORTUS01,2,0.9676032962859572,2,
VORTUS01,3,0.9676032962859572,2,
VORTUS01,4,0.7200836824175925,2,
VOTJOF,2,4.012810959473956,2,
VOVPED,0,1.567221687637543,3,
VOVPED,1,1.8225739900760636,2,
VOVPIH,0,0.0,0,
VOWQEF,0,0.5963085543004567,2,
VOWQOP,0,0.8778780959267292,2,
VOWQOP,1,0.7895818708994793,2,
VOWTUY,0,1.8910888819620983,3,
VOWTUY,1,1.7040678806781036,3,
VOWVAG,0,0.0,0,
VOWVEK,0,1.9038322664472047,2,
VOWVEK,2,1.7618849752387375,3,
VOWVEK,3,1.762801972363595,3,
VOWVIO,0,1.003933689501412,2,
VOWVIO,1,1.0021572461746548,2,
VOWVIO,2,1.0041877412636944,2,
VOWVIO,3,0.9992040107918904,2,
VOYSIL,0,1.0695900755026375,2,
VOYSIL,1,1.0696794010073392,2,
VOYSIL,2,1.069492162556629,2,
VOYSIL,3,1.069492162556629,2,
VOYSIL,6,0.7991532464238142,2,
VOYSIL,7,0.7991532464238142,2,
VOYSIL10,0,0.7877563810890011,2,
VOYSIL10,1,0.7880650000755249,2,
VOYSIL10,2,0.7880650000755249,2,
VOYSIL10,3,0.8566538718964933,2,
VOYSIL10,6,0.7887749256122345,2,
VOYSIL10,7,0.7887749256122345,2,
VOYSOR,0,0.8594805183895002,2,
VOYSOR,1,0.8585205929119231,2,
VOYSOR,2,1.1694932723295128,2,
VOYSOR,3,1.1694932723295128,2,
VOYSOR,6,0.8584411066145319,2,
VOYSOR,7,0.8584411066145319,2,
VOYSOR10,0,0.8606613489827217,2,
VOYSOR10,1,0.8610231518172289,2,
VOYSOR10,2,0.860561732682239,2,
VOYSOR10,3,0.860561732682239,2,
VOYSOR10,6,1.1939536006772418,2,
VOYSOR10,7,1.1939536006772418,2,
VPGVGB10,0,5.461164970862932,2,
VPGVGB10,1,8.509362234573933,2,
VPGVGB10,3,8.302721227196717,2,
VUBBOJ,0,2.4068426106029133,2,
VUBBOJ,2,2.4064836350986663,2,
VUBBUP,0,2.6937594687174085,2,
VUBBUP,1,2.7417639697988583,2,
VUBBUP,4,2.740209968327846,2,
VUBBUP,5,2.741022004143589,2,
VUCQER,0,4.760538902530183,2,
VUCQER,1,4.7341395882127575,2,
VUCQER,3,4.757870223460285,2,
VUCQER,4,4.7580776439037775,2,
VUCQER,5,4.761216118060972,2,
VUCQER,6,4.7586421211485765,2,
VUCQER,7,4.733973301273143,2,
VUCTUI,0,5.441370155435875,2,
VUCTUI,1,5.442312022449631,2,
VUDDUV,0,1.4447104087575764,3,
VUDDUV,1,1.4446251436674982,3,
VUHHAI,0,1.4235868004010417,2,
VUHHAI,1,1.26769618652904,2,
VUHHAI,2,1.2676837138648651,2,
VUHHAI,3,1.267728345634084,2,
VUHHAI,5,1.4228494864433836,2,
VUHHAI,6,1.423527179564018,2,
VUHHAI,8,1.2677165242656925,2,
VUHHAI,14,1.4234640245598786,2,
VUHHEM,0,1.676321783860407,2,
VUHHEM,1,1.610340500860176,2,
VUHHEM,2,1.6101129193286898,2,
VUHHEM,3,1.6771286564695709,2,
VUHYAA,0,0.0,0,
VUJTUR,0,0.0,0,
VUJWUS,0,1.23836332186387,2,
VUJWUS,1,1.2296938254875696,2,
VUJWUS,2,0.9619788479154976,2,
VUJWUS,3,0.9623036538011164,2,
VUJWUS,4,0.9619630981046884,2,
VUJWUS,5,0.9622587396672162,2,
VUJWUS,6,1.2356615535945958,2,
VUJWUS,7,1.2385542264552627,2,
VUJWUS01,0,0.9574248227980752,2,
VUJWUS01,1,0.9579757572981048,2,
VUJWUS01,2,1.2398048508559083,2,
VUJWUS01,3,1.2367536034175752,2,
VUJWUS01,4,0.957979298111328,2,
VUJWUS01,5,0.957467497160796,2,
VUJWUS01,6,1.2307720584232906,2,
VUJWUS01,7,1.2376082990149624,2,
VUJXAZ,0,1.1737184353413528,2,
VUJXAZ,1,1.2902014035702876,2,
VUJXAZ,2,1.1754470718131906,2,
VUJXAZ,3,1.2956322776017228,2,
VUJXAZ,4,1.176438585404327,2,
VUJXAZ,5,1.1717658953846324,2,
VUJXAZ,6,1.1721775448184446,2,
VUJXAZ,7,1.1718212812679003,2,
VUJXAZ,8,1.1737189840549926,2,
VUJXAZ,9,1.2952416286387731,2,
VUJXAZ,10,1.2953608197602389,2,
VUJXAZ,11,1.1754953389483362,2,
VUJXED,0,1.186040756660145,2,
VUJXED,1,1.1870287639062478,2,
VUJXED,2,1.186890264533075,2,
VUJXED,3,1.1870136331224541,2,
VUJXED,4,1.1795979878239442,2,
VUJXED,5,1.185323325783758,2,
VUJXED,6,1.1868262651602817,2,
VUJXED,7,1.1860303456725254,2,
VUJXED,8,1.187056987946725,2,
VUKDOV,0,0.0,0,
VUKMUL,2,0.5015148996127312,2,
VUKMUL,3,0.5875244592258473,2,
VUKMUL,4,0.5873246546897479,2,
VUKMUL,5,0.5839750718363494,2,
VUKMUL,6,0.5015144473545932,2,
VUKMUL,7,0.586180377891234,2,
VUKMUL,14,0.6168612069084256,2,
VUKMUL,15,0.5860830765711689,2,
VULCIQ,0,0.0,0,
VULCUC,0,0.0,0,
VULGOZ,0,0.0,0,
VULGUF,0,0.0,0,
VULHAM,0,4.836133961026464,2,
VULHAM,1,4.836056251538416,2,
VULHAM,10,4.834533776366904,2,
VULHAM,11,4.83667420709177,2,
VULHEQ,0,0.0,0,
VULHIU,0,0.0,0,
VULYAE,0,0.0,0,
VULYEI,0,0.0,0,
VULYIM,0,0.0,0,
VULYOS,0,0.0,0,
VULYUY,0,0.0,0,
VULZAF,0,0.0,0,
VULZEJ,0,0.0,0,
VULZIN,0,0.0,0,
VULZOT,0,0.0,0,
VULZUZ,0,0.0,0,
VUMBAI,0,0.0,0,
VUMLOG,8,2.609415689820226,2,
VUMLOG,9,2.603653463601262,2,
VUMLOG,89,2.6036920771932657,2,
VUMLOG,93,2.6036788889612943,2,
VUMLOG,101,2.6042787801178564,2,
VUMLOG,108,2.604455676040208,2,
VUMLOG,132,2.604454032030349,2,
VUMLOG,137,2.60448055357844,2,
VUMLUM,0,0.0,0,
VUMMEX,0,0.763901140963902,2,
VUMMEX,1,0.7649523406885854,2,
VUMMEX,2,0.7655409588555284,2,
VUMMEX,3,0.7655409588555284,2,
VUMMEX,4,0.7643526585007039,2,
VUMMEX,5,0.7643526585007039,2,
VUMMIB,0,0.6895355215226742,2,
VUMMIB,1,0.6901044675234576,2,
VUMMOH,0,0.5873935157123804,2,
VUMMOH,1,0.5862042144749142,2,
VUMMOH,2,0.5857247539486461,2,
VUMMOH,3,0.5901814453078461,2,
VUMMUN,1,0.5859267946273272,2,
VUMMUN,2,0.5785029351780135,2,
VUMMUN,3,0.5854902228250563,2,
VUMMUN,6,0.6123859099779625,2,
VUNQOM,0,2.0501582637690943,2,
VUNQOM,1,2.049168989949614,2,
VUNQOM,3,2.0492138137592937,4,
VUNQOM,4,2.0502031733037493,3,
VUQMIE,0,3.855776611104532,2,
VUQMOK,1,3.607515677655383,2,
VUQMUQ,0,4.747633009765435,2,
VUQMUQ,1,4.75676916985147,2,
VUQQEF,3,2.128007428909892,2,
VUQQIJ,1,2.1148809858986977,2,
VUQQOP,2,4.962919772029284,2,
VUQQOP,3,4.601368445597314,2,
VUQYAJ,0,0.3930362932708533,2,
VUQYAJ,1,0.3929489457311775,2,
VURBUF,0,5.6682337582405316,5,
VURBUF,5,5.6680962728797,3,
VURBUF,6,5.6682487488230375,3,
VURBUF,11,5.668248018266066,3,
VUSFIY,0,1.7361185533816577,2,
VUSFIY,1,1.7424914894138737,2,
VUSYOY,2,4.8172817230027105,2,
VUSYOY,3,4.817448148745335,2,
VUSYUE,0,5.3474095625085205,2,
VUSYUE,1,5.347415710549191,2,
VUSZAL,0,5.056172211988269,2,
VUSZAL,1,5.056262622532033,2,
VUSZAL,28,5.055246625044632,2,
VUSZAL,31,5.055927030477968,2,
VUSZAL,39,5.052595792488352,2,
VUSZAL,40,5.053182390646271,2,
VUSZAL,44,5.0516995157675035,2,
VUSZAL,53,5.054791280971953,2,
VUTMAY,0,0.0,0,
VUWJIG,0,0.4540002323922323,2,
VUWKAA,0,0.0,0,
VUXXUH,0,1.9210634427790496,2,
VUXXUH,1,1.9210634427790496,2,
VUZHUU,0,0.0,0,
WABKOC,4,2.5184933424846907,2,
WACHUF,0,0.0,0,
WACKOA01,0,0.0,0,
WACMEU,0,0.0,0,
WADZOS,0,0.0,0,
WAFPIE,0,0.0,0,
WAFQUQ,0,0.0,0,
WAGWIM,0,0.0,0,
WAHYAI,0,0.0,0,
WAJJAS,0,0.0,0,
WALZOZ,0,0.0,0,
WAMSAF,0,0.0,0,
WAMSEJ,0,0.7963133277046461,2,
WAMSEJ,1,0.7879789436371651,2,
WAMSEJ,2,0.7875372232060607,2,
WAMSEJ,3,0.7867383365260312,2,
WANBOF,0,0.1569090259413235,2,
WANBOF,1,0.2921582362250708,2,
WANDAT,0,0.2886659219358778,2,
WANDAT,1,0.2875102541015444,2,
WANNAC,0,0.0,0,
WANPEI,0,0.0,0,
WAPDUP,0,0.0,0,
WARSIS,0,1.7754023949675273,2,
WARSIS,1,1.7754110121434885,2,
WARSOY,0,1.6765342396847631,2,
WARSOY,1,1.6765471595880306,2,
WASCIE,0,0.7567557036087256,2,
WASCIE,1,0.7563142058722732,2,
WASCOJ,0,0.0,0,
WASCOK,0,1.929888338333172,2,
WASCOK,2,1.7952668927464832,2,
WATJOT,1,7.856069562684837,2,
WATJOT,2,7.855331581077483,2,
WATJOT,3,7.856744156282487,2,
WATJOT,7,7.856006218903753,2,
WATZOJ,0,1.1560980450117926,2,
WATZOJ,1,1.1551865474230012,2,
WATZOJ,2,1.156798967934832,2,
WATZOJ,3,1.1604603151411288,2,
WAVCUR,0,0.0,0,
WAVHUX,0,0.0,0,
WAVNIT,0,1.154690217385974,2,
WAVNIT,1,1.1545746874734075,2,
WAVNIT,4,1.2127753309141411,2,
WAVNIT,7,1.2022772961037922,2,
WAWGEJ,0,5.026813183462254,2,
WAWGEJ,2,5.2336073583153855,2,
WAWGEJ,11,4.80352863815413,3,
WAWGEJ,13,4.803706461936752,4,
WAWYUR,0,0.0,0,
WAWZAY,0,0.5888744437952083,2,
WAWZAY,1,0.5895346541388156,2,
WAWZEC,0,0.0,0,
WAWZIG,0,0.6942743451023916,2,
WAWZIG,1,0.7164470802794924,2,
WAWZIG,2,0.7160063240904968,2,
WAWZIG,3,0.7157885216695146,3,
WAXBAB,0,0.0,0,
WAZMIW,0,0.0,0,
WAZMOC,0,0.0,0,
WAZZOO,0,0.0,0,
WEBFUG,0,3.5482462969984234,2,
WEBFUG,1,3.548118848315901,2,
WEBFUG,6,3.548118763694482,2,
WEBFUG,9,3.5481191545991946,2,
WEBFUG,10,4.436441284598813,2,
WEBFUG,11,4.549823104371724,2,
WEBFUG,19,4.366595093028268,2,
WEBFUG,29,4.549957422320734,2,
WEBFUG,61,4.367784531869029,2,
WEBFUG,69,4.450040062756877,2,
WEBFUG,70,4.493530893675731,2,
WEBFUG,76,4.549743009858427,2,
WEBFUG,80,3.5481190789142825,2,
WEBFUG,84,3.548246032707324,2,
WEBFUG,86,3.548119035081132,2,
WEBFUG,94,3.5481193188128577,2,
WEBGER,0,3.1858060155128802,2,
WEBGER,1,3.185331114306041,2,
WEBGER,2,3.588918329189218,2,
WEBGER,3,3.5124377547132237,2,
WEBGIV,0,4.249388241041686,2,
WEBGIV,1,4.2357735469436,2,
WEBGIV,2,3.5318480088182844,2,
WEBGIV,3,3.5316485945884213,2,
WEBGIV,8,3.5318481665551844,2,
WEBGIV,9,3.531648896472998,2,
WEBGIV,26,4.2471876924581,2,
WEBGIV,27,4.24750007219258,2,
WECLOF,1,5.682465455134237,2,
WECLOF,2,5.68366813264134,2,
WECLOF,3,5.683383812744324,2,
WECLUL,0,0.41965873043642654,2,
WECMAS,0,0.5192868422328827,2,
WECMAS,2,0.5194687084344339,2,
WECMAS,3,0.5194556580974692,2,
WECMEW,0,1.0733099003679545,2,
WECMEW,1,1.3257080364502172,2,
WECPAV,0,1.113186585149045,3,
WECPAV,1,1.1132335548710892,3,
WECPAV,2,1.112978988273145,3,
WECPAV,3,1.112949920491356,3,
WECPAV,6,1.1128270785822134,3,
WECPAV,7,1.1131111499302118,3,
WECPAV,8,1.113189847127415,3,
WECPAV,9,1.1132271662384912,3,
WECPEZ,0,0.3201303573192153,3,
WECPEZ,1,0.31991073023119565,3,
WECPID,0,0.0,0,
WECQEC,0,0.0,0,
WECWOS,0,0.0,0,
WECWUY,0,0.0,0,
WEFDUJ,0,0.0,0,
WEFQAB,1,0.9775819920825908,2,
WEFQAB,3,1.0233936189147563,2,
WEFROR,0,0.0,0,
WEFTIN,0,0.0,0,
WEGJAU,0,0.3046074001111609,2,
WEGJAU,1,0.3057925048611683,2,
WEGREH,0,5.24135392145527,2,
WEGRIL,0,4.716700315185598,2,
WEGRIL,1,4.716700359995588,2,
WEGRIL,2,4.7167003589470164,2,
WEGRIL,5,4.716700316976062,2,
WEJDIB,0,0.0,0,
WEJDOH,0,0.0,0,
WEJDUN,0,0.0,0,
WEJFAT,0,0.0,0,
WEJFAV,0,0.0,0,
WEJFEZ,0,0.0,0,
WEMRIQ01,0,0.0,0,
WEMYAP,0,2.2678970307960715,2,
WEMYAP,1,2.2678970307960715,2,
WEMYAP,2,2.125947879882467,2,
WEMYAP,3,2.2684359262204232,2,
WEMYAP,4,2.2684359262204232,2,
WEMYAP,5,2.2678440954973778,2,
WENPEK,0,0.0,0,
WENWOC,0,0.42510038914748494,2,
WENWOC,1,0.4248779544133714,2,
WENWOC,2,0.4252584301710045,2,
WENWOC,3,0.4217857362845461,2,
WEPHUU,0,1.0160592639742467,2,
WEPHUU,1,1.0155780515472943,2,
WEPNAJ,0,0.0,0,
WEPROY,0,0.0,0,
WEPVAO,0,0.0,0,
WEPVES,0,0.0,0,
WEQCAY,0,0.0,0,
WEQCEC,0,0.6937251309625091,2,
WEQCEC,1,0.6937251297642621,2,
WEQHUV,0,0.802079381127792,2,
WEQHUV,1,0.8397235995241332,2,
WEQHUV,2,0.8399526544391942,2,
WEQHUV,3,0.8399526570139724,2,
WEQHUV,8,0.8018216054717664,2,
WEQHUV,9,0.8018216179485496,2,
WEQHUV,12,0.8386633892857294,2,
WEQHUV,13,0.8386633890630701,2,
WESDAC,0,0.0,0,
WESDEG,0,0.0,0,
WESDOQ,0,0.0,0,
WESDUW,0,0.0,0,
WEWTEX,2,3.817345194272655,3,
WEWTEX,3,3.8734628813186838,3,
WEYHIU,0,6.6072099680152325,4,
WEYHIU,1,6.6072101884943315,5,
WEYMAP,0,0.6030771867256095,2,
WEYXAC,0,0.0,0,
WEZKEU,3,0.2451006624329186,2,
WEZKEU,4,0.2451006624328493,2,
WEZKEU,5,0.2451006624328493,2,
WEZKEU,6,0.2451006624328493,2,
WIBLUQ,0,0.0,0,
WICGAT,0,0.9599907881334118,3,
WICGAT,1,0.8533336411445731,3,
WICGAT,8,0.9595421553041068,3,
WICGAT,14,0.9580270893033198,3,
WIDWUD,0,0.0,0,
WIFBUI,0,0.4691246685274102,2,
WIFBUI,1,0.4288577373261568,2,
WIFDAT,0,0.0,0,
WIHVUG,1,0.3735555658267069,2,
WIHVUG,2,0.3729272114285487,2,
WIHVUG,3,0.37299886114252256,2,
WILSEQ,0,0.2606895038025017,2,
WILSEQ,1,0.2531389173781804,2,
WILSIU,0,1.415291040360754,2,
WILSIU,1,1.4095315688889216,2,
WILSIU,4,1.4274575445745028,2,
WILSIU,5,1.4096161026548146,2,
WIMFAZ,0,0.0,0,
WIMFOQ,0,0.0,0,
WINBUQ,0,2.021636238590538,4,
WINBUQ,1,2.02165980054836,4,
WINBUQ,2,2.020361920279458,4,
WINBUQ,3,2.0216651236370304,4,
WINCIF,2,2.5243463045288705,2,
WINCIF,3,2.526767419662053,2,
WINCIF,4,1.6331236578331825,2,
WINCIF,6,2.5258935319106546,2,
WINCIF,7,2.1295804723331577,2,
WINCIF,8,2.5186106115357814,2,
WINCIF,9,2.523921690260918,2,
WINCIF,10,2.5160805097170686,2,
WINCIF,11,1.6331239466991283,2,
WINCIF,12,2.367727336772921,2,
WINCIF,13,2.522234613376972,2,
WINCIF,15,1.6339851234700775,2,
WIQFEJ,0,0.0,0,
WIQHOW,2,1.3242402121464991,3,
WIQHOW,3,1.4201041715898062,3,
WIQHOW,18,1.4135988040120928,3,
WIQHOW,23,1.4146139419798325,3,
WIQHUC,1,1.6905551872598812,3,
WIQHUC,3,1.6942088687750432,3,
WIQJAK,2,1.7231173513795282,3,
WIQJAK,3,1.7241588408275734,3,
WIQNAO,0,0.5637980239006057,2,
WIQNAO,1,0.5646597408506686,2,
WIQNAO,8,0.5703577514820672,2,
WIQNAO,9,0.5647450924661319,2,
WIQNIW,2,0.8816765773380548,3,
WIQNIW,3,0.8814699617162831,3,
WIQNIW,6,0.8814662877357473,3,
WIQNIW,7,0.8814743419815056,3,
WIQNIW,8,0.8823294739593419,3,
WIQNIW,9,0.8825360453303657,2,
WIQNIW,12,0.8823258092926287,3,
WIQNIW,13,0.882333842833741,3,
WIRBEG,0,0.0,0,
WIRKOA,0,0.0,0,
WIRKUG,0,0.0,0,
WIRQIA,0,0.3137618951709036,2,
WIRQIA,1,0.3139072761834889,2,
WIRQIA,2,0.3153203256474808,2,
